pref_name,first_approval,dosed_ingredient,oral,parenteral,topical,first_in_class,smiles
IOFLUPANE I 123,2011,1,0,1,0,0,COC(=O)C1[C@@H](c2ccc([123I])cc2)C[C@@H]2CC[C@H]1N2CCCF
IOFLUPANE,2011,0,0,1,0,0,COC(=O)C1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@H]1N2CCCF
LINAGLIPTIN,2011,1,1,0,0,0,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
VEMURAFENIB,2011,1,1,0,0,1,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F
METHYLENE BLUE CATION,2011,0,0,1,0,0,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1
VANDETANIB,2011,1,1,0,0,0,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1
GABAPENTIN ENACARBIL,2011,1,1,0,0,0,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C
PIRFENIDONE,2011,1,1,0,0,1,Cc1ccc(=O)n(-c2ccccc2)c1
ABIRATERONE ACETATE,2011,1,1,0,0,1,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1
VILAZODONE,2011,0,1,0,0,0,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1
AZILSARTAN KAMEDOXOMIL,2011,1,1,0,0,0,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2nc(=O)o[nH]2)cc1
CRIZOTINIB,2011,1,1,0,0,1,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
RUXOLITINIB PHOSPHATE,2011,1,1,0,0,1,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1
EZOGABINE,2011,1,1,0,0,1,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N
BOCEPREVIR,2011,1,1,0,0,1,CC(C)(C)NC(=O)NC(C(=O)N1C[C@H]2C(C1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C
CANAGLIFLOZIN ANHYDROUS,2011,0,1,0,0,1,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1
BOSUTINIB MONOHYDRATE,2012,1,1,0,0,0,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl
VISMODEGIB,2012,1,1,0,0,1,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1
REGORAFENIB,2012,1,1,0,0,0,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1
TAFLUPROST,2012,1,0,0,1,0,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C(F)(F)COc2ccccc2)[C@H](O)C[C@@H]1O
ANAGLIPTIN,2012,1,1,0,0,0,Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)cn2n1
PERAMPANEL,2012,1,1,0,0,1,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O
FLORBETAPIR,2012,0,0,1,0,1,CNc1ccc(C=Cc2ccc(OCCOCCOCCF)nc2)cc1
AXITINIB,2012,1,1,0,0,0,CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)[nH]nc2c1
ENZALUTAMIDE,2012,1,1,0,0,0,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F
ELVITEGRAVIR,2012,1,1,0,0,0,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C
PONATINIB HYDROCHLORIDE,2012,1,1,0,0,0,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12
DAPAGLIFLOZIN,2012,1,1,0,0,0,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1
FLORBETAPIR F 18,2012,1,0,1,0,1,CNc1ccc(C=Cc2ccc(OCCOCCOCC[18F])nc2)cc1
TOFACITINIB CITRATE,2012,1,1,0,0,0,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12
LOMITAPIDE,2012,0,1,0,0,1,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1
MIRABEGRON,2012,1,1,0,0,1,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1
PIXANTRONE,2012,0,0,0,0,0,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O
SODIUM PICOSULFATE,2012,1,1,0,0,0,O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1
BEDAQUILINE,2012,1,1,0,0,1,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12
ACLIDINIUM,2012,0,0,0,1,0,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1
TERIFLUNOMIDE,2012,1,1,0,0,1,CC(=O)C(C#N)C(=O)Nc1ccc(C(F)(F)F)cc1
IVACAFTOR,2012,1,1,0,0,1,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
TENELIGLIPTIN,2012,1,1,0,0,0,Cc1cc(N2CCN([C@@H]3CNC(C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1
COBICISTAT,2012,1,1,0,0,0,CC(C)c1nc(CN(C)C(=O)NC(CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1
LORCASERIN,2012,0,1,0,0,1,C[C@H]1CNCCc2ccc(Cl)cc21
CABOZANTINIB S-MALATE,2012,1,1,0,0,0,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC
FLUTEMETAMOL,2013,0,0,1,0,0,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F
ALOGLIPTIN,2013,0,1,0,0,0,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O
TRAMETINIB DIMETHYL SULFOXIDE,2013,1,1,0,0,1,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1
ISTRADEFYLLINE,2013,1,1,0,0,1,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O
SIMEPREVIR,2013,0,1,0,0,0,COc1ccc2c(O[C@@H]3CC4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)C4C3)cc(-c3nc(C(C)C)cs3)nc2c1C
AFATINIB,2013,0,1,0,0,0,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
NEOSTIGMINE METHYLSULFATE,2013,1,0,1,0,0,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1
FLUTEMETAMOL F 18,2013,1,0,1,0,0,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1[18F]
LULICONAZOLE,2013,1,0,0,1,0,N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1
RIOCIGUAT,2013,1,1,0,0,1,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N
VILANTEROL,2013,0,0,0,1,0,OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O
CHOLIC ACID,2013,1,1,0,0,0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
VORTIOXETINE,2013,0,1,0,0,1,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1
LEVOMILNACIPRAN,2013,1,1,0,0,0,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN
POMALIDOMIDE,2013,1,1,0,0,0,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O
GLYCEROL PHENYLBUTYRATE,2013,1,1,0,0,0,O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1
IBRUTINIB,2013,1,1,0,0,1,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
SOFOSBUVIR,2013,1,1,0,0,1,CC(C)OC(=O)C(C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1
DOLUTEGRAVIR,2013,0,1,0,0,0,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12
OSPEMIFENE,2013,1,1,0,0,0,OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1
UMECLIDINIUM BROMIDE,2013,1,0,0,1,0,OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2
DABRAFENIB MESYLATE,2013,1,1,0,0,0,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1
OLAPARIB,2014,1,1,0,0,1,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1
IPRAGLIFLOZIN,2014,1,1,0,0,0,OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
ELIGLUSTAT,2014,1,1,0,0,0,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2
EMPAGLIFLOZIN,2014,1,1,0,0,0,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
IDELALISIB,2014,1,1,0,0,1,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1
BELINOSTAT,2014,1,0,1,0,0,O=S(=O)(Nc1ccccc1)c1cccc(/C=C/C(O)=NO)c1
DACLATASVIR DIHYDROCHLORIDE,2014,1,1,0,0,0,COC(=O)NC(C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3ccc(-c4c[nH]c([C@@H]5CCCN5C(=O)C(NC(=O)OC)C(C)C)n4)cc3)cc2)c[nH]1)C(C)C
NINTEDANIB,2014,0,1,0,0,1,COC(=O)c1ccc2c(C(=Nc3ccc(N(C)C(=O)CN4CCN(C)CC4)cc3)c3ccccc3)c(O)[nH]c2c1
CEFTOLOZANE,2014,0,0,1,0,0,Cn1c(N)c(NC(=O)NCCN)c[n+]1CC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(NOC(C)(C)C(=O)[O-])c3nsc(N)n3)[C@H]2SC1
TESTOSTERONE UNDECANOATE,2014,1,0,1,0,0,CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
APREMILAST,2014,1,1,0,0,1,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC
TAVABOROLE,2014,1,0,0,1,1,OB1OCc2cc(F)ccc21
PARITAPREVIR,2014,1,1,0,0,0,Cc1cnc(C(=O)NC2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)C3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1
VORAPAXAR,2014,0,1,0,0,1,CCOC(=O)N[C@@H]1CC[C@@H]2[C@H](CC3C(=O)O[C@H](C)[C@H]3[C@H]2/C=C/c2ccc(-c3cccc(F)c3)cn2)C1
ASUNAPREVIR,2014,1,1,0,0,0,C=C[C@@H]1C[C@]1(NC(=O)C1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1
OLODATEROL,2014,1,0,0,1,0,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1
OMBITASVIR,2014,1,1,0,0,0,COC(=O)NC(C(=O)N1CCCC1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)C4CCCN4C(=O)C(NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C
FLORBETABEN,2014,0,0,1,0,0,CNc1ccc(C=Cc2ccc(OCCOCCOCCF)cc2)cc1
FINAFLOXACIN,2014,1,0,0,1,0,N#Cc1c(N2C[C@@H]3NCCO[C@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
ATALUREN,2014,1,0,0,0,0,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1
LEDIPASVIR,2014,1,1,0,0,1,COC(=O)NC(C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5[nH]c([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)C(NC(=O)OC)C(C)C)nc5c4)ccc2-3)c[nH]1)C(C)C
EFINACONAZOLE,2014,1,0,0,1,0,C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1
NALOXEGOL OXALATE,2014,1,1,0,0,0,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5
DASABUVIR,2014,1,1,0,0,0,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C
CERITINIB,2014,1,1,0,0,0,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1
TOFOGLIFLOZIN ANHYDROUS,2014,0,1,0,0,0,CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1
PERAMIVIR ANHYDROUS,2014,0,0,1,0,0,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)C(C(=O)O)C[C@H]1N=C(N)N
TEDIZOLID PHOSPHATE,2014,1,1,1,0,0,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1
NETUPITANT,2014,1,1,1,0,0,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
DELAMANID,2014,1,0,0,0,0,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1
DROXIDOPA,2014,1,1,0,0,1,NC(C(=O)O)C(O)c1ccc(O)c(O)c1
TASIMELTEON,2014,1,1,0,0,0,CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2
FLORBETABEN F18,2014,1,0,1,0,0,CNc1ccc(C=Cc2ccc(OCCOCCOCC[18F])cc2)cc1
SUVOREXANT,2014,1,1,0,0,1,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1
TRELAGLIPTIN,2015,0,1,0,0,0,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O
TENOFOVIR ALAFENAMIDE,2015,1,1,0,0,0,CC(C)OC(=O)C(C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1
LUMACAFTOR,2015,1,1,0,0,1,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1
TIPIRACIL HYDROCHLORIDE,2015,1,1,0,0,0,N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl
ISAVUCONAZONIUM,2015,0,1,1,0,0,CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)C(C)c2nc(-c3ccc(C#N)cc3)cs2)c1
SELEXIPAG,2015,1,1,0,0,0,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1
AVIBACTAM SODIUM,2015,1,0,1,0,0,NC(=O)C1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O
IXAZOMIB CITRATE,2015,1,1,0,0,0,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)C(CC(=O)O)(CC(=O)O)O1
SONIDEGIB PHOSPHATE,2015,1,1,0,0,0,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1
BORTEZOMIB D-MANNITOL,2015,1,0,0,0,0,CC(C)C[C@H](NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B1O[C@H]([C@H](O)CO)[C@@H]([C@H](O)CO)O1
PALBOCICLIB,2015,1,1,0,0,1,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O
ALECTINIB HYDROCHLORIDE,2015,1,1,0,0,0,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O
PANOBINOSTAT,2015,1,1,0,0,0,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(O)=NO)cc1
FLIBANSERIN,2015,1,1,0,0,1,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1
EVOGLIPTIN,2015,1,1,0,0,0,CC(C)(C)OCC1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F
BREXPIPRAZOLE,2015,1,1,0,0,0,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1
EDOXABAN,2015,1,1,0,0,0,CN1CCc2nc(C(=O)N[C@@H]3CC(C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1
ROLAPITANT HYDROCHLORIDE,2015,1,1,0,0,0,C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
SAFINAMIDE MESYLATE,2015,1,1,0,0,0,CC(NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O
CANGRELOR,2015,0,0,1,0,0,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O
SACUBITRIL,2015,1,1,0,0,1,CCOC(=O)C(C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O
OMARIGLIPTIN,2015,1,1,0,0,0,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2
OSIMERTINIB,2015,1,1,0,0,0,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
LESINURAD,2015,1,1,0,0,0,O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12
URIDINE TRIACETATE,2015,1,1,0,0,1,CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O
IVABRADINE,2015,1,1,0,0,1,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2
COBIMETINIB,2015,1,1,0,0,0,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1
IDEBENONE,2015,1,0,0,0,0,COc1c(O)c(C)c(C=CCCCCCCCCO)c(O)c1OC
DEOXYCHOLIC ACID,2015,1,0,1,0,0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
LENVATINIB,2015,1,1,0,0,0,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O
CARIPRAZINE,2015,1,1,0,0,0,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1
ELUXADOLINE,2015,1,1,0,0,0,COc1ccc(CN(C(=O)C(N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2nc(-c3ccccc3)c[nH]2)cc1C(=O)O
ARIPIPRAZOLE LAUROXIL,2015,1,0,1,0,0,CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21
EPHEDRINE SULFATE,2016,1,0,1,0,0,CN[C@@H](C)[C@H](O)c1ccccc1
FLUCICLOVINE,2016,0,0,1,0,0,N[C@]1(C(=O)O)C[C@@H](F)C1
ELBASVIR,2016,1,1,0,0,0,COC(=O)NC(C(=O)N1CCC[C@H]1c1nc(-c2ccc3c(c2)O[C@@H](c2ccccc2)n2c-3cc3cc(-c4c[nH]c([C@@H]5CCCN5C(=O)C(NC(=O)OC)C(C)C)n4)ccc32)c[nH]1)C(C)C
OLMUTINIB,2016,1,1,0,0,0,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1
FLUCICLOVINE F18,2016,1,0,1,0,0,N[C@]1(C(=O)O)C[C@@H]([18F])C1
PRASTERONE,2016,1,0,0,1,0,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
RUCAPARIB,2016,0,1,0,0,0,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1
VENETOCLAX,2016,1,1,0,0,1,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
BRIVARACETAM,2016,1,1,1,0,0,CCC[C@@H]1CC(=O)N(C(CC)C(N)=O)C1
VELPATASVIR,2016,1,1,0,0,0,COC[C@H]1C[C@@H](c2nc(-c3ccc4c(c3)COc3cc5c(ccc6[nH]c([C@@H]7CC[C@H](C)N7C(=O)C(NC(=O)OC)C(C)C)nc65)cc3-4)c[nH]2)N(C(=O)C(NC(=O)OC)c2ccccc2)C1
LIFITEGRAST,2016,1,0,0,1,1,CS(=O)(=O)c1cccc(CC(NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1
OBETICHOLIC ACID,2016,1,1,0,0,1,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12
MIGALASTAT,2016,1,1,0,0,1,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O
CRISABOROLE,2016,1,0,0,1,0,N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1
PIMAVANSERIN,2016,0,1,0,0,0,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1
GRAZOPREVIR ANHYDROUS,2016,1,1,0,0,0,C=C[C@@H]1C[C@]1(NC(=O)C1C[C@@H]2CN1C(=O)C(C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1
GOSOGLIPTIN,2016,1,1,0,0,0,O=C(C1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCC(F)(F)C1
COCAINE,2017,1,0,0,1,0,COC(=O)C1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C
BETRIXABAN,2017,1,1,0,0,0,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1
GLECAPREVIR,2017,1,1,0,0,0,CC(C)(C)C1NC(=O)O[C@@H]2CCC[C@H]2OC/C=C/C(F)(F)c2nc3ccccc3nc2O[C@@H]2CC(C(=O)N[C@]3(C(=O)NS(=O)(=O)C4(C)CC4)C[C@H]3C(F)F)N(C2)C1=O
TELOTRISTAT ETHYL,2017,1,1,0,0,1,CCOC(=O)C(N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1
RIBOCICLIB,2017,0,1,0,0,1,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1
NERATINIB,2017,0,1,0,0,0,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
DEFLAZACORT,2017,1,1,0,0,1,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C
VABORBACTAM,2017,1,0,1,0,0,O=C(O)C[C@@H]1CC[C@H](NC(=O)Cc2cccs2)B(O)O1
LATANOPROSTENE BUNOD,2017,1,0,0,1,0,O=C(CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O)OCCCCO[N+](=O)[O-]
BARICITINIB,2017,1,1,0,0,0,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1
BENZNIDAZOLE,2017,1,1,0,0,0,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1
ERTUGLIFLOZIN,2017,1,1,0,0,0,CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1
OZENOXACIN,2017,1,0,0,1,0,CNc1ncc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cc1C
MIDOSTAURIN,2017,1,1,0,0,1,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
